event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
時間外労働の発生,LH-REQ-TIME04-001,法定労働時間超過労働の発生有無,law,労働基準法,第32条／第33条／第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000330
時間外労働の発生,LH-REQ-TIME04-002,災害等による臨時的法定労働時間超過該当性,law,労働基準法,第32条／第33条／第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000331
時間外労働の発生,LH-REQ-TIME04-003,時間外労働実施時の労使協定締結状況,law,労働基準法,第32条／第33条／第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000332
時間外労働の発生,LH-REQ-TIME04-004,時間外労働の労使協定範囲内実施状況,law,労働基準法,第32条／第33条／第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000333
時間外労働の発生,LH-REQ-TIME04-005,時間外労働に関する労使協定の届出状況,law,労働基準法,第32条／第33条／第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000334
時間外労働の発生,LH-REQ-TIME04-006,時間外労働または休日労働の業務種類の具体的定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000335
時間外労働の発生,LH-REQ-TIME04-007,時間外労働または休日労働実施期間の定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000336
時間外労働の発生,LH-REQ-TIME04-008,時間外労働および休日労働の上限時間の単位別定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000337
時間外労働の発生,LH-REQ-TIME04-009,特別条項における臨時的限度時間超過事情の定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000338
時間外労働の発生,LH-REQ-TIME04-010,特別条項に基づく限度時間超過時の手続および回数の定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000339
時間外労働の発生,LH-REQ-TIME04-011,労使協定有効期間内での時間外労働実施状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000340
時間外労働の発生,LH-REQ-TIME04-012,長時間労働者の医師面接指導対象該当性,law,労働安全衛生法,第66条の8の3,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000341
時間外労働の発生,LH-REQ-TIME04-013,医師による面接指導の実施状況,law,労働安全衛生法,第66条の8の3,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000342
時間外労働の発生,LH-REQ-TIME04-014,医師意見の提出受領状況,law,労働安全衛生法,第66条の8の3,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000343
時間外労働の発生,LH-REQ-TIME04-015,医師意見に基づく就業上措置の実施状況,law,労働安全衛生法,第66条の8の3,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000344
時間外労働の発生,LH-REQ-TIME04-016,面接指導および医師意見の記録保存状況,law,労働安全衛生法,第66条の8の3,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000345
