audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,育児休業の申出発生,LH-REQ-LEAVE01-001,育児休業申出者の対象労働者該当性,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000097
,,,,育児休業の申出発生,LH-REQ-LEAVE01-002,育児休業申出の期限および方法適合性,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000098
,,,,育児休業の申出発生,LH-REQ-LEAVE01-003,育児休業の開始予定日および終了予定日の申出内容,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000099
,,,,育児休業の申出発生,LH-REQ-LEAVE01-004,育児休業申出に対する事業主の拒否取扱いの有無,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000100
,,,,育児休業の申出発生,LH-REQ-LEAVE01-005,育児休業申出を理由とする不利益取扱いの有無,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000101
,,,,育児休業の申出発生,LH-REQ-LEAVE01-006,育児休業申出者の対象労働者該当性,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第5条／第6条／第8条／第10条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000102
,,,,育児休業の申出発生,LH-REQ-LEAVE01-007,育児休業申出の申出期間内実施状況,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000103
,,,,育児休業の申出発生,LH-REQ-LEAVE01-008,育児休業申出の申出方法適合性,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000104
,,,,育児休業の申出発生,LH-REQ-LEAVE01-009,育児休業の開始予定日および終了予定日の申出内容,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第5条／第6条／第8条／第10条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000105
,,,,育児休業の申出発生,LH-REQ-LEAVE01-010,育児休業申出に対する事業主の拒否取扱いの有無,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第5条／第6条／第8条／第10条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000106
,,,,育児休業の申出発生,LH-REQ-LEAVE01-011,育児休業申出を理由とする解雇その他不利益取扱いの有無,law,育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律,第6条／第8条／第10条／第5条,https://laws.e-gov.go.jp/law/403AC0000000076/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000107
,,,,育児休業の申出発生,LH-REQ-LEAVE01-012,育児休業申出を理由とする解雇の有無,law,男女雇用機会均等法,第9条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000108
,,,,育児休業の申出発生,LH-REQ-LEAVE01-013,育児休業申出を理由とする不利益取扱いの有無,law,男女雇用機会均等法,第9条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000109
,,,,育児休業の申出発生,LH-REQ-LEAVE01-014,育児休業取得に関連する差別的取扱いの有無,law,男女雇用機会均等法,第9条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000110
