audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,懲戒制度を設計する,LH-REQ-DISC02-001,懲戒に関する事項の就業規則記載事項該当性,law,労働基準法,第89条／第91条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000823
,,,,懲戒制度を設計する,LH-REQ-DISC02-002,懲戒制度内容の就業規則への明示,law,労働基準法,第89条／第91条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000824
,,,,懲戒制度を設計する,LH-REQ-DISC02-003,懲戒に関する定めを含む就業規則作成又は変更時の所轄労働基準監督署への届出,law,労働基準法,第89条／第91条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000825
,,,,懲戒制度を設計する,LH-REQ-DISC02-004,懲戒処分としての減給の法定制限適合性,law,労働基準法,第89条／第91条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000826
,,,,懲戒制度を設計する,LH-REQ-DISC02-005,減給の回数及び額の法定範囲内適合性,law,労働基準法,第89条／第91条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000827
,,,,懲戒制度を設計する,LH-REQ-DISC02-006,懲戒に関する事項の就業規則必要的又は相対的記載事項としての整理状況,law,労働基準法施行規則,第54条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000828
,,,,懲戒制度を設計する,LH-REQ-DISC02-007,懲戒の種類及び内容の就業規則への定め,law,労働基準法施行規則,第54条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000829
,,,,懲戒制度を設計する,LH-REQ-DISC02-008,懲戒制度の労働者と事業者の信義に基づく内容,law,労働契約法,第3条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000830
,,,,懲戒制度を設計する,LH-REQ-DISC02-009,懲戒制度の公正取扱い前提による設計,law,労働契約法,第3条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000831
,,,,懲戒制度を設計する,LH-REQ-DISC02-010,懲戒制度を定めた就業規則の労働者への周知,law,労働契約法,第3条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000832
,,,,懲戒制度を設計する,LH-REQ-DISC02-011,周知された就業規則内容の労働契約内容化要件の充足,law,労働契約法,第3条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000833
,,,,懲戒制度を設計する,LH-REQ-DISC02-012,懲戒制度の新設又は変更の労働条件変更該当性,law,労働契約法,第3条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000834
,,,,懲戒制度を設計する,LH-REQ-DISC02-013,労働条件変更内容の合理性,law,労働契約法,第3条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000835
,,,,懲戒制度を設計する,LH-REQ-DISC02-014,懲戒制度における性別差別取扱いの不存在,law,男女雇用機会均等法,第8条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000836
,,,,懲戒制度を設計する,LH-REQ-DISC02-015,懲戒の適用基準又は内容における性別を理由とする不利益取扱いの不存在,law,男女雇用機会均等法,第8条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000837
