audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-001,事業場規模および業種の委員会設置義務該当性,law,労働安全衛生法,第17条／第18条,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000131
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-002,安全委員会設置時の法定構成員選任状況,law,労働安全衛生法,第17条／第18条,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000132
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-003,衛生委員会設置時の法定構成員選任状況,law,労働安全衛生法,第17条／第18条,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000133
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-004,委員会委員における労働者代表者の選出状況,law,労働安全衛生法,第17条／第18条,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000134
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-005,安全委員会または衛生委員会の定期開催体制,law,労働安全衛生法,第17条／第18条,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000135
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-006,委員会における調査審議事項の法令適合性,law,労働安全衛生法,第17条／第18条,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000136
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-007,委員会議事概要の作成および周知状況,law,労働安全衛生法,第17条／第18条,https://laws.e-gov.go.jp/law/347AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000137
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-008,事業場の常時使用労働者数の衛生委員会設置人数要件該当性,law,労働安全衛生法施行令,第8条,https://laws.e-gov.go.jp/law/347CO0000000318/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000138
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-009,事業場の業種区分の法令該当性,law,労働安全衛生法施行令,第8条,https://laws.e-gov.go.jp/law/347CO0000000318/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000139
,,,,安全衛生委員会の設置,LH-REQ-SAFE01-010,業種および労働者数に応じた設置委員会区分,law,労働安全衛生法施行令,第8条,https://laws.e-gov.go.jp/law/347CO0000000318/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000140
