audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,雇用条件を確定する,LH-REQ-CONT05-001,確定した労働条件内容の整理状況,law,労働基準法,第15条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000515
,,,,雇用条件を確定する,LH-REQ-CONT05-002,労働契約締結時における労働条件明示状況,law,労働基準法,第15条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000516
,,,,雇用条件を確定する,LH-REQ-CONT05-003,明示すべき労働条件の欠落有無,law,労働基準法,第15条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000517
,,,,雇用条件を確定する,LH-REQ-CONT05-004,確定した労働条件の文書等による明示状況,law,労働基準法施行規則,第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000518
,,,,雇用条件を確定する,LH-REQ-CONT05-005,施行規則所定方法による明示状況,law,労働基準法施行規則,第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000519
,,,,雇用条件を確定する,LH-REQ-CONT05-006,意思表示の合致による労働契約成立状況,law,労働契約法,第6条／第8条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000520
,,,,雇用条件を確定する,LH-REQ-CONT05-007,確定した雇用条件の契約内容該当性,law,労働契約法,第6条／第8条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000521
,,,,雇用条件を確定する,LH-REQ-CONT05-008,確定した雇用条件の従前契約からの変更有無,law,労働契約法,第6条／第8条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000522
,,,,雇用条件を確定する,LH-REQ-CONT05-009,労働者と事業者の合意による労働契約変更状況,law,労働契約法,第6条／第8条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000523
,,,,雇用条件を確定する,LH-REQ-CONT05-010,確定した雇用条件における性別差別的取扱いの有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000524
,,,,雇用条件を確定する,LH-REQ-CONT05-011,募集・採用条件の男女均等性,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000525
