audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-001,年次有給休暇の付与対象労働者の把握,law,労働基準法,第39条／第39条第7項,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000734
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-002,付与された年次有給休暇日数の把握,law,労働基準法,第39条／第39条第7項,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000735
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-003,労働者の年次有給休暇取得日数の把握,law,労働基準法,第39条／第39条第7項,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000736
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-004,年10日以上の年次有給休暇付与対象労働者の把握,law,労働基準法,第39条／第39条第7項,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000737
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-005,当該労働者への年5日の年次有給休暇取得状況,law,労働基準法,第39条／第39条第7項,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000738
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-006,年次有給休暇の時季指定の実施状況,law,労働基準法,第39条／第39条第7項,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000739
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-007,年次有給休暇管理簿の作成,law,労働基準法施行規則,第24条の6／第24条の7,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000740
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-008,年次有給休暇管理簿への付与日数・取得日数及び取得時季の記載,law,労働基準法施行規則,第24条の6／第24条の7,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000741
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-009,年次有給休暇管理簿の法定保存期間の保存,law,労働基準法施行規則,第24条の6／第24条の7,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000742
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-010,年次有給休暇の時季指定における労働者意見の聴取,law,労働基準法施行規則,第24条の6／第24条の7,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000743
,,,,年次有給休暇の取得を管理する,LH-REQ-LEAVE03-011,時季指定方法の法令要件適合性,law,労働基準法施行規則,第24条の6／第24条の7,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000744
