audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,所定労働時間を変更する,LH-REQ-TIME08-001,変更後所定労働時間の法定範囲内適合性,law,労働基準法,第32条／第89条／第90条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000649
,,,,所定労働時間を変更する,LH-REQ-TIME08-002,1日および1週の法定上限超過有無,law,労働基準法,第32条／第89条／第90条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000650
,,,,所定労働時間を変更する,LH-REQ-TIME08-003,所定労働時間変更の就業規則変更該当性,law,労働基準法,第32条／第89条／第90条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000651
,,,,所定労働時間を変更する,LH-REQ-TIME08-004,変更後就業規則への所定労働時間反映状況,law,労働基準法,第32条／第89条／第90条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000652
,,,,所定労働時間を変更する,LH-REQ-TIME08-005,変更後就業規則の所轄労働基準監督署への届出状況,law,労働基準法,第32条／第89条／第90条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000653
,,,,所定労働時間を変更する,LH-REQ-TIME08-006,所定労働時間変更時の過半数代表者意見聴取状況,law,労働基準法,第32条／第89条／第90条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000654
,,,,所定労働時間を変更する,LH-REQ-TIME08-007,意見書の作成および変更後就業規則への添付状況,law,労働基準法,第32条／第89条／第90条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000655
,,,,所定労働時間を変更する,LH-REQ-TIME08-008,変更後始業・終業時刻の就業規則反映状況,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000656
,,,,所定労働時間を変更する,LH-REQ-TIME08-009,休憩時間および休日に関する整合性,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000657
,,,,所定労働時間を変更する,LH-REQ-TIME08-010,変更後所定労働時間の労働条件明示状況,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000658
,,,,所定労働時間を変更する,LH-REQ-TIME08-011,文書等による労働条件明示状況,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000659
,,,,所定労働時間を変更する,LH-REQ-TIME08-012,所定労働時間変更に関する当事者合意の有無,law,労働契約法,第8条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000660
,,,,所定労働時間を変更する,LH-REQ-TIME08-013,合意された所定労働時間変更の契約内容反映状況,law,労働契約法,第8条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000661
