audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,解雇実施,LH-REQ-TERM02-001,業務上傷病による休業期間等における解雇非該当性,law,労働基準法,第19条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000233
,,,,解雇実施,LH-REQ-TERM02-002,産前産後休業期間等における解雇非該当性,law,労働基準法,第19条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000234
,,,,解雇実施,LH-REQ-TERM02-003,解雇時の30日前予告の実施状況,law,労働基準法,第19条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000235
,,,,解雇実施,LH-REQ-TERM02-004,解雇予告不実施時の解雇予告手当の支払状況,law,労働基準法,第19条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000236
,,,,解雇実施,LH-REQ-TERM02-005,解雇予告不要事由の法令該当性,law,労働基準法,第19条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000237
,,,,解雇実施,LH-REQ-TERM02-006,解雇の合理性および社会通念上相当性,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000238
,,,,解雇実施,LH-REQ-TERM02-007,解雇判断および手続における権利濫用非該当性,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000239
,,,,解雇実施,LH-REQ-TERM02-008,期間定め雇用契約の解雇終了におけるやむを得ない事由の有無,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000240
,,,,解雇実施,LH-REQ-TERM02-009,有期労働契約解雇時の法令適合性,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000241
,,,,解雇実施,LH-REQ-TERM02-010,解雇判断における性別差別的取扱いの有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000242
,,,,解雇実施,LH-REQ-TERM02-011,解雇基準または判断要素における性別条件または区別の有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000243
,,,,解雇実施,LH-REQ-TERM02-012,解雇に伴う取扱いにおける性別不利益差の有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000244
,,,,解雇実施,LH-REQ-TERM02-013,解雇に関する説明等における性別差別的表現の有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000245
,,,,解雇実施,LH-REQ-TERM02-014,解雇判断における年齢差別的取扱いの有無,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000246
,,,,解雇実施,LH-REQ-TERM02-015,解雇基準または判断要素における年齢条件または区別の有無,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000247
,,,,解雇実施,LH-REQ-TERM02-016,解雇に至る取扱いにおける年齢不利益差の有無,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000248
,,,,解雇実施,LH-REQ-TERM02-017,解雇に関する説明等における年齢差別的記載の有無,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000249
