audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,休職制度を設計する,LH-REQ-LEAVE05-001,休職に関する定めの就業規則記載事項該当性,law,労働基準法,第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000756
,,,,休職制度を設計する,LH-REQ-LEAVE05-002,就業規則における休職制度に関する事項の定め,law,労働基準法,第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000757
,,,,休職制度を設計する,LH-REQ-LEAVE05-003,就業規則作成又は変更時の所轄労働基準監督署への届出,law,労働基準法,第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000758
,,,,休職制度を設計する,LH-REQ-LEAVE05-004,就業規則における休職に関する事項の包含,law,労働基準法施行規則,第54条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000759
,,,,休職制度を設計する,LH-REQ-LEAVE05-005,休職期間又は休職の取扱いに関する定めの記載,law,労働基準法施行規則,第54条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000760
,,,,休職制度を設計する,LH-REQ-LEAVE05-006,休職制度設計における労働者の安全及び健康への配慮,law,労働契約法,第5条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000761
,,,,休職制度を設計する,LH-REQ-LEAVE05-007,休職制度に関する就業規則の労働者への周知,law,労働契約法,第5条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000762
,,,,休職制度を設計する,LH-REQ-LEAVE05-008,周知された就業規則内容の労働契約内容化要件の充足,law,労働契約法,第5条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000763
,,,,休職制度を設計する,LH-REQ-LEAVE05-009,休職制度の新設又は変更の労働条件変更該当性,law,労働契約法,第5条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000764
,,,,休職制度を設計する,LH-REQ-LEAVE05-010,労働条件変更内容の合理性,law,労働契約法,第5条／第7条／第10条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000765
,,,,休職制度を設計する,LH-REQ-LEAVE05-011,休職制度の対象又は取扱いにおける性別差別の有無,law,男女雇用機会均等法,第8条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000766
,,,,休職制度を設計する,LH-REQ-LEAVE05-012,性別を理由とする不利益取扱いの定めの有無,law,男女雇用機会均等法,第8条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000767
