audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,休憩時間を設定する,LH-REQ-TIME09-001,労働時間6時間超における45分休憩付与状況,law,労働基準法,第34条／第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000662
,,,,休憩時間を設定する,LH-REQ-TIME09-002,労働時間8時間超における1時間休憩付与状況,law,労働基準法,第34条／第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000663
,,,,休憩時間を設定する,LH-REQ-TIME09-003,休憩時間の労働時間途中付与状況,law,労働基準法,第34条／第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000664
,,,,休憩時間を設定する,LH-REQ-TIME09-004,休憩時間の一斉付与状況,law,労働基準法,第34条／第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000665
,,,,休憩時間を設定する,LH-REQ-TIME09-005,休憩時間の自由利用性,law,労働基準法,第34条／第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000666
,,,,休憩時間を設定する,LH-REQ-TIME09-006,休憩時間の就業規則記載事項該当性,law,労働基準法,第34条／第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000667
,,,,休憩時間を設定する,LH-REQ-TIME09-007,就業規則への休憩時間規定記載状況,law,労働基準法,第34条／第89条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000668
,,,,休憩時間を設定する,LH-REQ-TIME09-008,就業規則への休憩時間事項包含状況,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000669
,,,,休憩時間を設定する,LH-REQ-TIME09-009,始業・終業時刻と併せた休憩時間設定状況,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000670
,,,,休憩時間を設定する,LH-REQ-TIME09-010,休憩時間の労働条件としての明示状況,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000671
,,,,休憩時間を設定する,LH-REQ-TIME09-011,文書等による労働条件明示状況,law,労働基準法施行規則,第54条／第5条,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000672
,,,,休憩時間を設定する,LH-REQ-TIME09-012,休憩時間の意思表示合致による契約内容該当性,law,労働契約法,第6条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000673
,,,,休憩時間を設定する,LH-REQ-TIME09-013,休憩時間の労働契約内容としての確定状況,law,労働契約法,第6条,https://laws.e-gov.go.jp/law/417AC0000000128,,,,本行は要件の列挙であり判断を含まない,,LH-000674
