audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,採用募集開始,LH-REQ-HIRE01-001,募集に係る業務内容,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000001
,,,,採用募集開始,LH-REQ-HIRE01-002,募集に係る就業場所,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000002
,,,,採用募集開始,LH-REQ-HIRE01-003,募集に係る労働時間,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000003
,,,,採用募集開始,LH-REQ-HIRE01-004,募集に係る賃金内容,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000004
,,,,採用募集開始,LH-REQ-HIRE01-005,募集に係る雇用期間の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000005
,,,,採用募集開始,LH-REQ-HIRE01-006,募集に係る労働条件の虚偽表示の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000006
,,,,採用募集開始,LH-REQ-HIRE01-007,募集に係る労働条件の誤認表示の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000007
,,,,採用募集開始,LH-REQ-HIRE01-008,募集情報提供における情報の正確性,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000008
,,,,採用募集開始,LH-REQ-HIRE01-009,募集および採用における性別差別的取扱いの有無,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000009
,,,,採用募集開始,LH-REQ-HIRE01-010,募集対象者条件における性別限定表現の有無,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000010
,,,,採用募集開始,LH-REQ-HIRE01-011,募集広告または募集情報における性別区別的取扱いの有無,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000011
,,,,採用募集開始,LH-REQ-HIRE01-012,募集および採用方針における男女均等取扱い,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000012
,,,,採用募集開始,LH-REQ-HIRE01-013,募集および採用における年齢差別的取扱いの有無,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000013
,,,,採用募集開始,LH-REQ-HIRE01-014,募集条件または募集広告における年齢制限の有無,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000014
,,,,採用募集開始,LH-REQ-HIRE01-015,募集条件または募集広告における年齢例外事由該当性,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000015
,,,,採用募集開始,LH-REQ-HIRE01-016,年齢条件付加時の理由の明示状況,law,労働施策の総合的な推進並びに労働者の雇用の安定及び職業生活の充実等に関する法律,第9条,https://laws.e-gov.go.jp/law/341AC0000000132/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000016
,,,,採用募集開始,LH-REQ-HIRE01-017,募集および応募受付過程における不正取得の有無,law,個人情報の保護に関する法律,第17条／第18条,https://laws.e-gov.go.jp/law/415AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000017
,,,,採用募集開始,LH-REQ-HIRE01-018,募集に関連して取得する個人情報の取得方法の適法性,law,個人情報の保護に関する法律,第17条／第18条,https://laws.e-gov.go.jp/law/415AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000018
,,,,採用募集開始,LH-REQ-HIRE01-019,応募者の個人情報取得における利用目的の特定状況,law,個人情報の保護に関する法律,第17条／第18条,https://laws.e-gov.go.jp/law/415AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000019
,,,,採用募集開始,LH-REQ-HIRE01-020,応募者の個人情報取得時の利用目的の通知または公表状況,law,個人情報の保護に関する法律,第17条／第18条,https://laws.e-gov.go.jp/law/415AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000020
,,,,採用募集開始,LH-REQ-HIRE01-021,利用目的の通知または公表の実施時期,law,個人情報の保護に関する法律,第17条／第18条,https://laws.e-gov.go.jp/law/415AC0000000057/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000021
