event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
試用期間終了,LH-REQ-HIRE05-001,試用期間終了後継続契約の契約期間有無および適法性,law,労働基準法,第14条／第15条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000207
試用期間終了,LH-REQ-HIRE05-002,試用期間終了後に適用される賃金に関する労働条件の明示状況,law,労働基準法,第14条／第15条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000208
試用期間終了,LH-REQ-HIRE05-003,試用期間終了後に適用される労働時間に関する労働条件の明示状況,law,労働基準法,第14条／第15条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000209
試用期間終了,LH-REQ-HIRE05-004,試用期間終了後に適用される就業場所および業務内容の明示状況,law,労働基準法,第14条／第15条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000210
試用期間終了,LH-REQ-HIRE05-005,試用期間終了に伴う労働条件変更内容の書面明示状況,law,労働基準法,第14条／第15条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000211
試用期間終了,LH-REQ-HIRE05-006,試用期間終了を理由とする解雇時の予告または予告手当の実施状況,law,労働基準法,第14条／第15条／第20条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000212
試用期間終了,LH-REQ-HIRE05-007,試用期間終了に伴う解雇または雇止めの権利濫用非該当性,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000213
試用期間終了,LH-REQ-HIRE05-008,試用期間終了に伴う労働契約解約理由の客観的合理性,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000214
試用期間終了,LH-REQ-HIRE05-009,試用期間終了に伴う労働契約解約理由の社会通念上相当性,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000215
試用期間終了,LH-REQ-HIRE05-010,試用期間終了に伴う有期契約不更新判断の適正性,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000216
試用期間終了,LH-REQ-HIRE05-011,試用期間終了に伴う雇止め判断における契約内容および更新状況の考慮状況,law,労働契約法,第16条／第17条,https://laws.e-gov.go.jp/law/419AC0000000128/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000217
試用期間終了,LH-REQ-HIRE05-012,試用期間終了後に適用される賃金額の最低賃金適合性,law,最低賃金法,第4条,https://laws.e-gov.go.jp/law/334AC0000000137/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000218
試用期間終了,LH-REQ-HIRE05-013,試用期間終了を契機とした最低賃金未満賃金設定の有無,law,最低賃金法,第4条,https://laws.e-gov.go.jp/law/334AC0000000137/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000219
試用期間終了,LH-REQ-HIRE05-014,試用期間終了後の実支払賃金の最低賃金適合性,law,最低賃金法,第4条,https://laws.e-gov.go.jp/law/334AC0000000137/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000220
試用期間終了,LH-REQ-HIRE05-015,試用期間終了に伴う雇用継続または終了判断における性別差別的取扱いの有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000221
試用期間終了,LH-REQ-HIRE05-016,試用期間終了後の労働条件における性別不利益差の有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000222
試用期間終了,LH-REQ-HIRE05-017,試用期間終了に関する評価等における性別条件または区別の有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000223
試用期間終了,LH-REQ-HIRE05-018,試用期間終了に関する説明等における性別差別的表現の有無,law,男女雇用機会均等法,第6条,https://laws.e-gov.go.jp/law/347AC0000000113/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000224
