audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,時間外労働協定の変更,LH-REQ-TIME03-001,変更後の時間外労働または休日労働業務範囲の労使協定定義状況,law,労働基準法,第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000286
,,,,時間外労働協定の変更,LH-REQ-TIME03-002,変更後の時間外労働および休日労働実施期間の労使協定定義状況,law,労働基準法,第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000287
,,,,時間外労働協定の変更,LH-REQ-TIME03-003,変更後の時間外労働および休日労働上限時間の法令適合性,law,労働基準法,第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000288
,,,,時間外労働協定の変更,LH-REQ-TIME03-004,労使協定変更時の合意主体の適格性,law,労働基準法,第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000289
,,,,時間外労働協定の変更,LH-REQ-TIME03-005,変更後労使協定における有効期間の定め,law,労働基準法,第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000290
,,,,時間外労働協定の変更,LH-REQ-TIME03-006,変更後労使協定の所轄労働基準監督署長への届出状況,law,労働基準法,第36条,https://laws.e-gov.go.jp/law/322AC0000000049/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000291
,,,,時間外労働協定の変更,LH-REQ-TIME03-007,変更後労使協定における時間外労働および休日労働業務種類の具体性,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000292
,,,,時間外労働協定の変更,LH-REQ-TIME03-008,変更後労使協定における時間外労働および休日労働実施期間の定め,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000293
,,,,時間外労働協定の変更,LH-REQ-TIME03-009,変更後労使協定における時間外労働および休日労働上限時間の単位別定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000294
,,,,時間外労働協定の変更,LH-REQ-TIME03-010,特別条項変更時の臨時的限度時間超過事情の労使協定定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000295
,,,,時間外労働協定の変更,LH-REQ-TIME03-011,特別条項変更時の限度時間超過手続および回数の労使協定定義状況,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000296
,,,,時間外労働協定の変更,LH-REQ-TIME03-012,変更後労使協定における有効期間の定め,law,労働基準法施行規則,第16条の2／第16条の3,https://laws.e-gov.go.jp/law/322M40000100023/,not_checked,,,本行は要件の列挙であり判断を含まない,,LH-000297
