audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,退職時の手続きを行う,LH-REQ-TERM07-001,退職時証明書の交付,law,労働基準法,第22条／第23条／第24条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000867
,,,,退職時の手続きを行う,LH-REQ-TERM07-002,証明書内容の労働者請求事項限定性,law,労働基準法,第22条／第23条／第24条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000868
,,,,退職時の手続きを行う,LH-REQ-TERM07-003,退職時の権利金品の返還,law,労働基準法,第22条／第23条／第24条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000869
,,,,退職時の手続きを行う,LH-REQ-TERM07-004,請求時における権利金品返還の法定期間内実施,law,労働基準法,第22条／第23条／第24条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000870
,,,,退職時の手続きを行う,LH-REQ-TERM07-005,退職者への賃金の通貨による直接全額支払,law,労働基準法,第22条／第23条／第24条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000871
,,,,退職時の手続きを行う,LH-REQ-TERM07-006,退職に伴う賃金支払の原則遵守,law,労働基準法,第22条／第23条／第24条,https://laws.e-gov.go.jp/law/322AC0000000049,,,,本行は要件の列挙であり判断を含まない,,LH-000872
,,,,退職時の手続きを行う,LH-REQ-TERM07-007,退職時証明書記載事項の法定範囲該当性,law,労働基準法施行規則,第7条の2,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000873
,,,,退職時の手続きを行う,LH-REQ-TERM07-008,労働者が記載を希望しない事項の証明書不記載,law,労働基準法施行規則,第7条の2,https://laws.e-gov.go.jp/law/322M40000100023,,,,本行は要件の列挙であり判断を含まない,,LH-000874
,,,,退職時の手続きを行う,LH-REQ-TERM07-009,退職による被保険者資格喪失該当性,law,雇用保険法,第7条,https://laws.e-gov.go.jp/law/349AC0000000116,,,,本行は要件の列挙であり判断を含まない,,LH-000875
,,,,退職時の手続きを行う,LH-REQ-TERM07-010,被保険者資格喪失事由発生日,law,雇用保険法,第7条,https://laws.e-gov.go.jp/law/349AC0000000116,,,,本行は要件の列挙であり判断を含まない,,LH-000876
,,,,退職時の手続きを行う,LH-REQ-TERM07-011,被保険者資格喪失届の作成,law,雇用保険法施行規則,第7条,https://laws.e-gov.go.jp/law/349M50002000001,,,,本行は要件の列挙であり判断を含まない,,LH-000877
,,,,退職時の手続きを行う,LH-REQ-TERM07-012,被保険者資格喪失届の法定期限及び方法による提出,law,雇用保険法施行規則,第7条,https://laws.e-gov.go.jp/law/349M50002000001,,,,本行は要件の列挙であり判断を含まない,,LH-000878
,,,,退職時の手続きを行う,LH-REQ-TERM07-013,退職による健康保険被保険者資格喪失該当性,law,健康保険法,第48条,https://laws.e-gov.go.jp/law/329AC0000000070,,,,本行は要件の列挙であり判断を含まない,,LH-000879
,,,,退職時の手続きを行う,LH-REQ-TERM07-014,健康保険被保険者資格喪失日,law,健康保険法,第48条,https://laws.e-gov.go.jp/law/329AC0000000070,,,,本行は要件の列挙であり判断を含まない,,LH-000880
,,,,退職時の手続きを行う,LH-REQ-TERM07-015,退職による厚生年金保険被保険者資格喪失該当性,law,厚生年金保険法,第27条,https://laws.e-gov.go.jp/law/329AC0000000115,,,,本行は要件の列挙であり判断を含まない,,LH-000881
,,,,退職時の手続きを行う,LH-REQ-TERM07-016,厚生年金保険被保険者資格喪失日,law,厚生年金保険法,第27条,https://laws.e-gov.go.jp/law/329AC0000000115,,,,本行は要件の列挙であり判断を含まない,,LH-000882
