audit_id,audit_name,audit_period,audit_scope_note,event_name,requirement_id,requirement_text,basis_type,basis_name,basis_locator,basis_url,check_status,checked_at,checked_by,neutrality_note,remarks,row_id
,,,,募集を再開する,LH-REQ-HIRE09-001,再開後に提示する労働条件内容,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141,,,,本行は要件の列挙であり判断を含まない,,LH-000482
,,,,募集を再開する,LH-REQ-HIRE09-002,求職者に対する労働条件明示の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141,,,,本行は要件の列挙であり判断を含まない,,LH-000483
,,,,募集を再開する,LH-REQ-HIRE09-003,明示された労働条件と事実との一致状況,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141,,,,本行は要件の列挙であり判断を含まない,,LH-000484
,,,,募集を再開する,LH-REQ-HIRE09-004,労働条件表示における誤解表現の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141,,,,本行は要件の列挙であり判断を含まない,,LH-000485
,,,,募集を再開する,LH-REQ-HIRE09-005,再開後募集内容における虚偽表示の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141,,,,本行は要件の列挙であり判断を含まない,,LH-000486
,,,,募集を再開する,LH-REQ-HIRE09-006,実際の労働条件との不一致表示の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141,,,,本行は要件の列挙であり判断を含まない,,LH-000487
,,,,募集を再開する,LH-REQ-HIRE09-007,求職者に誤解を生じさせる表示の有無,law,職業安定法,第5条の3／第5条の4,https://laws.e-gov.go.jp/law/322AC0000000141,,,,本行は要件の列挙であり判断を含まない,,LH-000488
,,,,募集を再開する,LH-REQ-HIRE09-008,再開後募集内容に含まれる労働条件,law,職業安定法施行規則,第4条の2,https://laws.e-gov.go.jp/law/322M40000100012,,,,本行は要件の列挙であり判断を含まない,,LH-000489
,,,,募集を再開する,LH-REQ-HIRE09-009,明示すべき労働条件事項の欠落有無,law,職業安定法施行規則,第4条の2,https://laws.e-gov.go.jp/law/322M40000100012,,,,本行は要件の列挙であり判断を含まない,,LH-000490
,,,,募集を再開する,LH-REQ-HIRE09-010,施行規則所定方法による労働条件明示状況,law,職業安定法施行規則,第4条の2,https://laws.e-gov.go.jp/law/322M40000100012,,,,本行は要件の列挙であり判断を含まない,,LH-000491
,,,,募集を再開する,LH-REQ-HIRE09-011,再開後募集条件における性別差別的取扱いの有無,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000492
,,,,募集を再開する,LH-REQ-HIRE09-012,性別を理由とする不利益条件の有無,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000493
,,,,募集を再開する,LH-REQ-HIRE09-013,再開後の募集・採用条件の男女均等性,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000494
,,,,募集を再開する,LH-REQ-HIRE09-014,募集条件における性別限定の有無,law,男女雇用機会均等法,第5条／第6条,https://laws.e-gov.go.jp/law/347AC0000000113,,,,本行は要件の列挙であり判断を含まない,,LH-000495
,,,,募集を再開する,LH-REQ-HIRE09-015,再開後募集情報の事実適合性,law,青少年の雇用の促進等に関する法律,第11条,https://laws.e-gov.go.jp/law/445AC0000000098,,,,本行は要件の列挙であり判断を含まない,,LH-000496
,,,,募集を再開する,LH-REQ-HIRE09-016,青少年に誤解を生じさせるおそれのある表示の有無,law,青少年の雇用の促進等に関する法律,第11条,https://laws.e-gov.go.jp/law/445AC0000000098,,,,本行は要件の列挙であり判断を含まない,,LH-000497
,,,,募集を再開する,LH-REQ-HIRE09-017,募集情報内容の的確性,law,青少年の雇用の促進等に関する法律,第11条,https://laws.e-gov.go.jp/law/445AC0000000098,,,,本行は要件の列挙であり判断を含まない,,LH-000498
